train_acc,train_loss,val_acc,val_loss
0.64175,1.1960818,0.7960126582278481,0.6251876
0.8079000000000001,0.5764837,0.8322151898734178,0.49815667
0.83372,0.48860347,0.8404430379746834,0.45930538
0.84682,0.4435658,0.8514556962025317,0.4123373
0.85622,0.4115819,0.8608227848101265,0.4013148
0.86341,0.39087346,0.8609493670886075,0.38783225
0.8672099999999999,0.3764492,0.8692405063291138,0.3699977
0.8712799999999999,0.36139897,0.8698734177215189,0.3633321
0.87473,0.34910983,0.8675949367088607,0.3691201
0.87775,0.3387734,0.8721518987341773,0.36604965
0.88099,0.3280789,0.8754430379746835,0.35682303
0.8833799999999999,0.32057294,0.8706962025316455,0.3703944
0.8855400000000001,0.31453675,0.8743037974683543,0.36144146
0.8871800000000001,0.30657813,0.8789240506329115,0.346071
0.88871,0.30156592,0.8811392405063291,0.3429916
0.89164,0.29363048,0.8790506329113923,0.34115326
0.8929900000000001,0.289061,0.8781645569620253,0.34868222
0.8943399999999999,0.2832389,0.8781012658227849,0.34974003
0.8964000000000001,0.2775799,0.875886075949367,0.35464442
0.8974500000000001,0.27334613,0.8747468354430379,0.35400495
0.89888,0.26839435,0.8804430379746836,0.3451617
0.89978,0.2631394,0.8831645569620252,0.34280092
0.90081,0.26048532,0.8822151898734176,0.34434894
0.90199,0.25807062,0.8768354430379748,0.34694725
0.90366,0.25332627,0.8810759493670887,0.35496193
0.90322,0.2505708,0.8769620253164557,0.35838658
0.90519,0.24640909,0.8746202531645569,0.3595458
0.9056900000000001,0.24309039,0.8756329113924051,0.35819975
0.90717,0.23870999,0.87626582278481,0.36218268
0.90837,0.23680772,0.8798734177215191,0.3630864
0.9094099999999999,0.23351762,0.8772151898734177,0.37608352
0.91035,0.23039429,0.8794303797468354,0.3765541
0.91122,0.22653076,0.8801265822784811,0.3627767
0.91177,0.2234814,0.876392405063291,0.3780432
0.91333,0.22203352,0.8744936708860761,0.3875591
0.91331,0.21943527,0.8767721518987341,0.380449
0.91549,0.21594156,0.8730379746835443,0.39016673
0.9152100000000001,0.21456254,0.8773417721518988,0.37847346
0.91616,0.21125473,0.8803164556962028,0.37720987
0.9174300000000001,0.20879246,0.8769620253164557,0.37226886
0.91771,0.20733494,0.8701898734177216,0.39475638
0.9199100000000001,0.20204602,0.8773417721518986,0.39292988
0.9197,0.20169531,0.8720886075949367,0.41508743
0.92004,0.19882725,0.8749367088607596,0.40503055
0.921,0.19811407,0.8751898734177215,0.4166675
0.92225,0.19415884,0.8727215189873417,0.41570577
0.92128,0.1939574,0.8706329113924051,0.4081444
0.92391,0.1906823,0.8748734177215189,0.42056352
0.92396,0.19027789,0.8782911392405064,0.41219896
0.92428,0.18880145,0.8723417721518988,0.42532754
0.92416,0.18618423,0.8696835443037976,0.43604246
0.9255,0.18271232,0.869620253164557,0.43974015
0.92682,0.18122648,0.8718354430379747,0.4269158
0.9262999999999999,0.18079926,0.8680379746835442,0.43347317
0.92709,0.18045044,0.8763924050632913,0.42877063
0.92788,0.17711937,0.870759493670886,0.42924568
0.92774,0.17694582,0.8698101265822785,0.45269543
0.92909,0.17295237,0.8691772151898733,0.44373265
0.9294,0.17209895,0.8681645569620254,0.4478225
0.92989,0.17157719,0.8717088607594938,0.45349625
0.9305599999999999,0.17014313,0.870379746835443,0.46269435
0.9310799999999999,0.16807169,0.8675949367088607,0.47107464
0.9312299999999999,0.1664399,0.8591772151898734,0.50736123
0.9323799999999999,0.16523373,0.8649367088607592,0.47294274
0.93265,0.16355972,0.8650632911392404,0.46772283
0.93282,0.16299085,0.8668354430379748,0.4793705
0.93365,0.1607722,0.8668354430379748,0.48406157
0.93431,0.1585693,0.8705063291139242,0.50298065
0.9350599999999999,0.15952188,0.8666455696202532,0.49802455
0.93656,0.15496969,0.8670253164556962,0.5008771
0.9344899999999999,0.15820667,0.8699999999999999,0.4914039
0.93598,0.15376255,0.867721518987342,0.5026454
0.9372699999999999,0.15177692,0.8664556962025315,0.52590084
0.93665,0.15257245,0.8683544303797469,0.5250529
0.9369299999999998,0.15219755,0.8667721518987342,0.5202333
0.9383199999999999,0.14886619,0.8682278481012659,0.54730314
0.93826,0.14882731,0.8675949367088607,0.53223103
0.9398099999999999,0.145918,0.864240506329114,0.5298521
0.9390299999999999,0.14657986,0.8656962025316454,0.5714594
0.93982,0.14550345,0.8690506329113924,0.5400211
0.9404,0.14418548,0.8657594936708862,0.5478667
0.93999,0.14406794,0.8635443037974684,0.54205364
0.94001,0.1438342,0.8683544303797468,0.56900036
0.9420899999999999,0.14015524,0.8666455696202532,0.5643014
0.94123,0.14013618,0.8658227848101264,0.554957
0.94219,0.13869153,0.8614556962025317,0.5882986
0.94247,0.13800512,0.8631645569620253,0.5720437
0.94295,0.13640745,0.8641139240506329,0.58965087
0.9434699999999999,0.13534258,0.8621518987341772,0.5907158
0.9432699999999999,0.13568738,0.8658860759493671,0.5825522
0.9436299999999999,0.13475281,0.8668354430379746,0.6066641
0.94531,0.13233697,0.8644936708860762,0.60365826
0.9438399999999999,0.13428845,0.8623417721518986,0.6128463
0.94518,0.13242789,0.8675316455696203,0.5959152
0.94474,0.13128404,0.8663291139240507,0.6025448
0.94649,0.12923786,0.864493670886076,0.62520945
0.9466899999999999,0.12971802,0.8589240506329114,0.62700355
0.9467299999999998,0.12829205,0.8624050632911392,0.62552845
0.9462599999999999,0.12919807,0.8637974683544305,0.62037826
0.94826,0.12529457,0.860632911392405,0.616286
