train_acc,train_loss,val_acc,val_loss
0.55729,1.5756625,0.7060759493670886,0.98769313
0.73404,0.8787853,0.7605696202531647,0.7761433
0.76886,0.7414768,0.7831645569620254,0.68213105
0.7894500000000001,0.6688874,0.8026582278481013,0.62006575
0.8041900000000001,0.6201639,0.8126582278481012,0.58235186
0.81288,0.5856012,0.8195569620253164,0.55603755
0.81851,0.5580162,0.8237341772151899,0.5337509
0.82431,0.5410072,0.8262025316455696,0.5333954
0.8285,0.5221841,0.8274683544303798,0.51393175
0.8327,0.5084405,0.8332911392405064,0.504651
0.8358,0.4937712,0.8385443037974684,0.4842977
0.84021,0.4824483,0.8406962025316455,0.47108847
0.84357,0.47092593,0.8412025316455698,0.47691873
0.84521,0.46259907,0.8471518987341772,0.46136233
0.8475799999999999,0.4546452,0.851012658227848,0.4497816
0.84899,0.44559088,0.8508227848101266,0.44250622
0.8515499999999999,0.44020128,0.8513291139240505,0.4397186
0.8536800000000001,0.43270844,0.8562658227848101,0.42845565
0.8558899999999998,0.42382795,0.8517721518987342,0.43683445
0.85706,0.41911894,0.8531012658227849,0.41908786
0.8594299999999999,0.413338,0.8567721518987342,0.40898952
0.8613799999999999,0.40721577,0.8577848101265823,0.41302636
0.8626500000000001,0.40443563,0.8635443037974684,0.39806613
0.86322,0.3993227,0.8623417721518988,0.39586765
0.8636299999999999,0.39488387,0.864240506329114,0.3996289
0.8649199999999999,0.3900399,0.8655696202531646,0.39179963
0.86753,0.3859734,0.8539240506329115,0.40524822
0.8676200000000001,0.38301447,0.85873417721519,0.40367872
0.8694500000000001,0.37844673,0.860126582278481,0.4024028
0.8701899999999999,0.37557787,0.8696835443037975,0.38110748
0.87182,0.37079033,0.8667088607594936,0.39108917
0.87237,0.36762804,0.8689240506329113,0.38058248
0.87336,0.36613986,0.8621518987341774,0.39813086
0.87399,0.3618322,0.8682278481012659,0.38122034
0.87476,0.35928333,0.8684177215189872,0.37817776
0.87506,0.3569479,0.869620253164557,0.37269732
0.8755700000000001,0.35438123,0.864493670886076,0.38679045
0.8773299999999999,0.35344073,0.8734177215189873,0.36514133
0.87847,0.35052308,0.8762025316455696,0.36376885
0.8780399999999999,0.348023,0.8702531645569622,0.36119053
0.87958,0.34605622,0.8625949367088609,0.38414654
0.88006,0.34215492,0.8726582278481012,0.36587402
0.88024,0.34157068,0.8756962025316457,0.35968915
0.88071,0.33968848,0.8755696202531645,0.36186475
0.8824000000000001,0.33760378,0.8764556962025317,0.35470396
0.88148,0.33560574,0.8712025316455695,0.36411005
0.8816900000000001,0.33540007,0.8722784810126581,0.3625003
0.88198,0.33400744,0.8786708860759492,0.3644867
0.8839400000000001,0.33102763,0.8757594936708861,0.3558435
0.8837200000000001,0.3296005,0.8685443037974683,0.3779128
0.8834200000000001,0.32886288,0.8771518987341772,0.3522885
0.8850800000000001,0.32674798,0.8682278481012659,0.36140123
0.88373,0.32625717,0.8777215189873419,0.34981412
0.8848199999999999,0.32394025,0.8705063291139242,0.36012834
0.8842000000000001,0.32373473,0.8767721518987344,0.3486887
0.8856900000000001,0.32197315,0.879620253164557,0.34638646
0.8864,0.32065183,0.8765189873417722,0.35239288
0.8861700000000001,0.3187155,0.8764556962025317,0.34916046
0.8863,0.31898895,0.8774683544303796,0.35028872
0.88676,0.31760845,0.8772151898734177,0.3507412
0.88776,0.31530967,0.879240506329114,0.3496076
0.8887999999999999,0.3140381,0.8740506329113924,0.3576495
0.88924,0.31351918,0.8712658227848101,0.36085656
0.88808,0.31145424,0.8794936708860758,0.34447894
0.8881100000000001,0.3133993,0.8795569620253164,0.34122136
0.8896499999999999,0.31110287,0.8781645569620253,0.34559575
0.89025,0.3089015,0.8803164556962024,0.34574234
0.88952,0.3090467,0.8774683544303798,0.34784552
0.88949,0.30770263,0.8800632911392405,0.34550178
0.8900999999999999,0.30626643,0.8785443037974684,0.34310135
0.89078,0.30486098,0.8820886075949366,0.3384978
0.8911400000000002,0.30475575,0.8806962025316456,0.3412616
0.89202,0.30253345,0.8781645569620253,0.34758648
0.89122,0.30192167,0.8770886075949366,0.34577188
0.89054,0.30301183,0.883987341772152,0.3338988
0.8924500000000001,0.30139256,0.8794936708860758,0.34269893
0.8920900000000002,0.29989064,0.8829113924050633,0.3408643
0.8917200000000001,0.29978544,0.8837341772151899,0.33429292
0.8928299999999999,0.2982248,0.8795569620253164,0.3445011
0.89323,0.29832393,0.8798101265822786,0.34025738
0.89297,0.2970987,0.8783544303797468,0.348048
0.89339,0.29580668,0.8798734177215188,0.3396957
0.8936299999999999,0.2956042,0.8822151898734176,0.33470175
0.89326,0.29411402,0.8823417721518987,0.34042335
0.89354,0.29449752,0.8843670886075948,0.33577454
0.8946700000000001,0.29220852,0.8805696202531645,0.33655784
0.89448,0.2921447,0.8800632911392404,0.3394837
0.8950500000000001,0.2911554,0.8784177215189874,0.3513841
0.8948800000000001,0.29069743,0.8806962025316456,0.33948973
0.89423,0.29064354,0.882974683544304,0.33578575
0.89462,0.2898185,0.8801898734177215,0.3351561
0.89601,0.2883431,0.883987341772152,0.34044233
0.89562,0.28874287,0.880632911392405,0.3354179
0.89608,0.28747967,0.883987341772152,0.34023342
0.8967200000000001,0.28696948,0.8834810126582279,0.3345447
0.8963699999999999,0.2864428,0.8817721518987341,0.33757657
0.89704,0.28548443,0.8816455696202531,0.33719406
0.89604,0.2859089,0.8877215189873419,0.327886
0.8971500000000001,0.2857724,0.8788607594936709,0.34017345
0.89654,0.28458562,0.8828481012658228,0.3367378
